,id,tweet,tweet_cleaned,ypred
93,1428165592696066050t,"How Many Have Died From COVID Vaccines?
https://t.co/VkWC94SNqv.
May 22, 2021 · Authorities decided the vaccine was too risky to continue the campaign. Now, health authorities are shrugging off more than 3,500 deaths following COVID-19 vaccination as either coincidental or incons https://t.co/o9IiDT4Byj",how many have died from covid vaccines     may 22  2021   authorities decided the vaccine was too risky to continue the campaign  now  health authorities are shrugging off more than 3 500 deaths following covid 19 vaccination as either coincidental or incons ,third-party
94,1425557210097147904t,"I mean, the internet already pretty much killed the mom and pop stores, but since you need a vaccination card to get in, you’re really going to see bars and record stores closing.",i mean  the internet already pretty much killed the mom and pop stores  but since you need a vaccination card to get in  you are really going to see bars and record stores closing ,primary
95,1397221694159339529t,"i want to meet someone who only got the vaccine for a chance to win a million, I got questions 😂😂",i want to meet someone who only got the vaccine for a chance to win a million  i got questions  face with tears of joy  face with tears of joy ,third-party
96,1465006174982529024t,"Had no idea there were already over 4000 variants in circulation even back in Feb of this year.
Wonder why it's not reported and why the focus on Omicron?
Cuz it's got a scary name?

https://t.co/bbpezh68Bh",had no idea there were already over 4000 variants in circulation even back in feb of this year   wonder why it is not reported and why the focus on omicron   cuz it is got a scary name     ,primary
97,1411690064296517635t,"God this day is awesome. We beat the shit out of those loser brits &amp; then went on the be the greatest nation of all time. Oh, &amp; we created a vaccine that saved the world. The other countries should get on their knees and suck the US’s big fuckin cock. Thx for coming to my TEDtalk",god this day is awesome  we beat the shit out of those loser brits  amp  then went on the be the greatest nation of all time  oh   amp  we created a vaccine that saved the world  the other countries should get on their knees and suck the us s big fuckin cock  thanks for coming to my tedtalk,non-reporting
98,1420914022581510155t,@JoelGlenn Then why are you talking about the vaccine and rhetoric?  It's silly., joelglenn then why are you talking about the vaccine and rhetoric   it is silly ,third-party
99,1442832663551873026t,@i40outdoors @GovKathyHochul You don’t even want to keep yourself safe lol for sure there’s nothing she can do so don’t blame her!!! Get vaccinated or don’t we don’t care!!! Those of us that are vaccinated we are happy vibrant moving and working and our kids in school mask on!!!, i40outdoors  govkathyhochul you do not even want to keep yourself safe lol for sure there is nothing she can do so do not blame her    get vaccinated or do not we do not care    those of us that are vaccinated we are happy vibrant moving and working and our kids in school mask on   ,non-reporting
100,1407357812821295104t,"When I was working getting my Aged &amp; Disabled folx signed up and transportation to vaccine sites, I think I told EVERYONE that the whole reason they were so fast is that COVID is a SARS virus and we already were pretty done testing the prototypes when this hit. https://t.co/UsVbc9ZjWq",when i was working getting my aged  amp  disabled folx signed up and transportation to vaccine sites  i think i told everyone that the whole reason they were so fast is that covid is a sars virus and we already were pretty done testing the prototypes when this hit  ,non-reporting
101,1419306731662893058t,@PoliticsForAlI @Ground_app Good decision. This vaccine passport is a infringement on our rights and is effectively trying to render us second class citizens, politicsforali  ground app good decision  this vaccine passport is a infringement on our rights and is effectively trying to render us second class citizens,third-party
102,1463196767168647170t,@goodHunterBL @Puertorock77_ @TWTHEREDDRAGON Vaccine could be perfect. But FDA has a terrible track record. More would be convinced to take the vaccine if this info was shared faster to the scientific community as doctors have said. The 55 years is too long. It doesn't help instill confidence in the FDA., goodhunterbl  puertorock77   twthereddragon vaccine could be perfect  but fda has a terrible track record  more would be convinced to take the vaccine if this info was shared faster to the scientific community as doctors have said  the 55 years is too long  it does not help instill confidence in the fda ,non-reporting
103,1491497422303997958t,😈😈😈 I have been fighting against vaccine mandates at my son's university only to learn today that the B👹ll and M👻linda G☠️tes foundation donated money to the institution. The evil puppet masters have done it again. They sold out my son for $1 188 391., smiling face with horns  smiling face with horns  smiling face with horns  i have been fighting against vaccine mandates at my son s university only to learn today that the b ogre ll and m ghost linda g skull and crossbones tes foundation donated money to the institution  the evil puppet masters have done it again  they sold out my son for  1 188 391 ,third-party
104,1425451897964670976t,"If you’re vaccinated but not masking…you’re just as bad as the OG anti maskers. Probably worse…because you’re fully informed on the risks, you just don’t care to protect others now that •you’re• safe from severe illness. 
 
#MaskUp #KeepMasking #MaskIngForAFriend",if you are vaccinated but not masking you are just as bad as the og anti maskers  probably worse because you are fully informed on the risks  you just do not care to protect others now that  you are  safe from severe illness        maskup  keepmasking  maskingforafriend,non-reporting
105,1479161769688018950t,@cps_smith @MichelleDewbs It’s not about being a conspiracist for goodness sake! Some of us have lost people to the vaccine and many have been injured! I will not take a vaccine for something that I’ve had which was just like a cold and risk my life with a vaccine that doesn’t even do what it’s suppose to, cps smith  michelledewbs it is not about being a conspiracist for goodness sake  some of us have lost people to the vaccine and many have been injured  i will not take a vaccine for something that i have had which was just like a cold and risk my life with a vaccine that does not even do what it is suppose to,third-party
106,1470064169043046400t,"@debrabrown_ The language is confusing -
they’ve not phrased this well, but it states ‘fully vaccinated’. You don’t need to have the booster currently to be deemed fully vaccinated. If you check your covid vaccination status on your app and it says fully vaccinated, you’re fine.", debrabrown  the language is confusing    they have not phrased this well  but it states  fully vaccinated   you do not need to have the booster currently to be deemed fully vaccinated  if you check your covid vaccination status on your app and it says fully vaccinated  you are fine ,non-reporting
107,1429503581795897348t,Highly Vaccinated Israel Is Seeing A Dramatic Surge In New COVID Cases. Here's Why https://t.co/7Gg6PdJPpi,highly vaccinated israel is seeing a dramatic surge in new covid cases  here is why ,primary
108,1429804102981148677t,"i'm searching for that Ramaphosa video ethi ""no one will be forced to take this vaccine""🥴 https://t.co/hkSwbggque",i am searching for that ramaphosa video ethi  no one will be forced to take this vaccine  woozy face  ,third-party
109,1396190007623307264t,@jburnmurdoch Shows why spreading out the vaccine doasage was a bad idea. https://t.co/YFtmpKoLAH, jburnmurdoch shows why spreading out the vaccine doasage was a bad idea  ,third-party
