,id,tweet,tweet_cleaned,ypred,ypred_cat,pred
334,1304505693676933120t,"@KerryO87 Kerry, hi from UK. So pleased about your progress. My 26yr old daughter nurse got Covid-19 due to poor PPE. Is back at work but chest pain continues. If you have time, would you kindly advise re supplements? God bless &amp; stay safe, Peter", kerryo87 kerry  hi from uk  so pleased about your progress  my 26yr old daughter nurse got covid 19 due to poor ppe  is back at work but chest pain continues  if you have time  would you kindly advise re supplements  god bless  amp  stay safe  peter,3,3,secondary
335,1261018361875456001t,"Mayor de Blasio urged parents to call their doctors immediately if children are showing symptoms a rare syndrome linked to Covid-19, which include persistent fever, rash, abdominal pain or vomiting.  https://t.co/wsQWwmgBzC",mayor de blasio urged parents to call their doctors immediately if children are showing symptoms a rare syndrome linked to covid 19  which include persistent fever  rash  abdominal pain or vomiting   ,0,0,non-reporting
336,1280590681535320065t,"@chrislhayes Mon early morning was horrible. There was vomiting, and getting his temp under control.  Luckily, by mid-morning he was feeling fine. No fever, but still a little tired.  Then I got a call from the school: a kid in his camp class treated positive for COVID-19.  /6", chrislhayes mon early morning was horrible  there was vomiting  and getting his temp under control   luckily  by mid morning he was feeling fine  no fever  but still a little tired   then i got a call from the school  a kid in his camp class treated positive for covid 19    6,3,3,secondary
337,1283594932591013888t,"It’s just scary cuz it seems like everything is a Covid symptom. Like, sore throat and fever are symptoms of both an ear infection and Covid (tho I don’t have a fever). And then anxiety makes me feel weak and gives me chills 😖",it is just scary cuz it seems like everything is a covid symptom  like  sore throat and fever are symptoms of both an ear infection and covid  though i do not have a fever   and then anxiety makes me feel weak and gives me chills  confounded face ,2,2,primary
338,1240626198419582978t,@mrjamesob I'm an NHS pharmacist and am now grounded for 14 days as my 5 year old has a cough (not entirely unusual for him). It may or may not be covid but it would be hugely helpful to know one way or other if I can get back to work where I'm needed!, mrjamesob i am an nhs pharmacist and am now grounded for 14 days as my 5 year old has a cough  not entirely unusual for him   it may or may not be covid but it would be hugely helpful to know one way or other if i can get back to work where i am needed ,3,3,secondary
339,1276558421005926400t,"@Pattysu1975 @HealthyFla @GovRonDeSantis Just food for thought. 2 people in a room have Covid. One of them is going to come over and cough on you. You get to choose which. If you’re honest with yourself, would you really be indifferent? Is your argument that it isn’t 100% effective or that it’s not effective at all?", pattysu1975  healthyfla  govrondesantis just food for thought  2 people in a room have covid  one of them is going to come over and cough on you  you get to choose which  if you are honest with yourself  would you really be indifferent  is your argument that it is not 100  effective or that it is not effective at all ,0,0,non-reporting
340,1279262567345471491t,"Good morning! I just visited my family for the first time in MONTHS.  And now I woke up shivering, with a flu, and with a warm chest pain. I hope I don’t have COVID 🥺.  https://t.co/roq26KmiE4",good morning  i just visited my family for the first time in months   and now i woke up shivering  with a flu  and with a warm chest pain  i hope i do not have covid  pleading face    ,2,2,primary
341,1257393298601390082t,I cannot believe that a real headline I saw on NBC News was: “Can Global Warming Kill COVID-19?” This is all one big fucking fever dream,i cannot believe that a real headline i saw on nbc news was   can global warming kill covid 19   this is all one big fucking fever dream,0,0,non-reporting
342,1248562618257768448t,ok so i just saw this tiktok where this girl when to Korea and when she go to the airport she had a fever and had to get tested for corona so the took her to a testing site and she had to get checked in to a hotel and she wasn’t allowed to leave but they’re puke bring her food(1),ok so i just saw this tiktok where this girl when to korea and when she go to the airport she had a fever and had to get tested for corona so the took her to a testing site and she had to get checked in to a hotel and she was not allowed to leave but they are puke bring her food 1 ,1,1,third-party
343,1265582808925429766t,I got the results for my tests izolo. I tested +ve for the covid 19 virus. But ke ndiyintsimbi aygobeki. I Tazz mfanakithi. No fever. No flu. No sore throat. No red eyes. No loss of taste. Nothing,i got the results for my tests izolo  i tested +ve for the covid 19 virus  but ke ndiyintsimbi aygobeki  i tazz mfanakithi  no fever  no flu  no sore throat  no red eyes  no loss of taste  nothing,2,2,primary
344,1328696287345172485t,"@rogertansey ABX for post COVID sinus infection returned to work on COVID unit 9/27. I lucky not to have experienced cough or chest congestion, rather the virus 'went high' and infected my sinus instead of my lungs. Taste smell didn't return for another week but still not right  for 2 wks", rogertansey abx for post covid sinus infection returned to work on covid unit 9 27  i lucky not to have experienced cough or chest congestion  rather the virus  went high  and infected my sinus instead of my lungs  taste smell did not return for another week but still not right  for 2 wks,2,2,primary
345,1314655971503874048t,i hate going places during rona because i am allergic to literally everything on the scratch test except for cats so i literally always have a stuffy-ish nose and sore-ish throat and a cough. i project my anxiety onto that &amp; worry that i have covid &amp; that i’m gonna infect others,i hate going places during rona because i am allergic to literally everything on the scratch test except for cats so i literally always have a stuffy ish nose and sore ish throat and a cough  i project my anxiety onto that  amp  worry that i have covid  amp  that i am going to infect others,2,2,primary
346,1326142177379037184t,My hand ting coming like Corona If it coughs twice then it's turning you pack,my hand ting coming like corona if it coughs twice then it is turning you pack,2,2,primary
347,1294520776284975114t,*Cough cough cough cough cough* damn her coochie covid, cough cough cough cough cough  damn her coochie covid,0,0,non-reporting
348,1255041417287798784t,"I’m so tired of y’all ass talking bout some “house fever”, “baby fever”, “travel fever”, stfu corona out bitch you don’t need to have no type of fever.",i am so tired of you all ass talking bout some  house fever    baby fever    travel fever   stfu corona out bitch you do not need to have no type of fever ,0,0,non-reporting
349,1326516541651902464t,@BrownKezzie22 Everything is pretty much a symptom of covid. But yes diarrhea is a symptom., brownkezzie22 everything is pretty much a symptom of covid  but yes diarrhea is a symptom ,0,0,non-reporting
350,1279746401191301121t,"@FINALLEVEL I hope your family members get well soon and the healthy ones stay safe. Wearing a mask is not a sign of weakness or submission it is a sign of being proactive, kind and considerate. #Covid", finallevel i hope your family members get well soon and the healthy ones stay safe  wearing a mask is not a sign of weakness or submission it is a sign of being proactive  kind and considerate   covid,0,0,non-reporting
351,1241103959474855936t,@gatewaypundit What’s worse than getting Coronavirus?  The fever the media has to spread fear and panic ...  What kills People more than the Corona Virus each day?   The list is pretty long...   https://t.co/UP5o3CXKTk, gatewaypundit what is worse than getting coronavirus   the fever the media has to spread fear and panic      what kills people more than the corona virus each day    the list is pretty long      ,0,0,non-reporting
352,1239602649722388484t,1) Symptoms of COVID-19: •Runny nose •sore throat •cough •fever •pneumonia •breathing difficulties  #coronapocolypse #CoronavirusOutbreak #coronavirus #COVID2019 #HighRiskCovid19 #WorkFromHome #Corona #Ngo #India #socialwork #socialworker  https://t.co/f8uu2up5M8,1  symptoms of covid 19   runny nose  sore throat  cough  fever  pneumonia  breathing difficulties   coronapocolypse  coronavirusoutbreak  coronavirus  covid2019  highriskcovid19  workfromhome  corona  ngo  india  socialwork  socialworker  ,0,0,non-reporting
353,1241797870698676224t,"Some cough, some party and some celebrate by asking corona to go. All same.",some cough  some party and some celebrate by asking corona to go  all same ,0,0,non-reporting
354,1237400989570760704t,COVID-19 is a respiratory illness caused a by a new virus. Symptoms ranges from mild cough to pneumonia.    • Close contact with an infectious person • contact with droplets from an infected person’s cough or sneeze.,covid 19 is a respiratory illness caused a by a new virus  symptoms ranges from mild cough to pneumonia       close contact with an infectious person   contact with droplets from an infected person s cough or sneeze ,0,0,non-reporting
355,1249432071807868935t,"@fionamorah I hope it gets better, sis. Corona is enough headache for now", fionamorah i hope it gets better  sis  corona is enough headache for now,0,0,non-reporting
356,1289618786551623680t,"@MadisonKittay Also very shiny, like he has a fever and his makeup is melting off. COVID, perhaps?", madisonkittay also very shiny  like he has a fever and his makeup is melting off  covid  perhaps ,1,1,third-party
357,1268343694278692864t,"@AliVelshi and it makes you cough, spreading Covid.", alivelshi and it makes you cough  spreading covid ,0,0,non-reporting
358,1273869684543311872t,Covid-19 &amp; cough...,covid 19  amp  cough   ,0,0,non-reporting
359,1234699756288401408t,"Managed to sludge through the day.  Have had a stomach bug since Friday night.  I must emphasize NONE of the covid-19 symptoms just the stomach not being friends with food.  Yes, I do have a low grade fever, and am tired (waking up at night to be ill does that to you!)",managed to sludge through the day   have had a stomach bug since friday night   i must emphasize none of the covid 19 symptoms just the stomach not being friends with food   yes  i do have a low grade fever  and am tired  waking up at night to be ill does that to you  ,2,2,primary
360,1307465998392590337t,"A 27-year-old woman with stomach pain, nausea and diarrhea associated with COVID-19 presented after developing liver failure:  https://t.co/5axH2Eu11x",a 27 year old woman with stomach pain  nausea and diarrhea associated with covid 19 presented after developing liver failure   ,1,1,third-party
361,1246433319228780548t,Is headache a covid symptom?😩😩,is headache a covid symptom  weary face  weary face ,0,0,non-reporting
362,1300766696358260737t,"Just a guess here but “covid related” most likely means the parents aren’t sure so say it’s Covid (but it’s really just a tickly cough). Then the kids have to stay off for a minimum 7 days, plus any siblings for 14 days 😐",just a guess here but  covid related  most likely means the parents are not sure so say it is covid  but it is really just a tickly cough   then the kids have to stay off for a minimum 7 days  plus any siblings for 14 days  neutral face ,0,0,non-reporting
363,1239929580850302976t,one of the... double edged swords of the internet in this is that we're actually getting firsthand reports of covid-19 symptoms and two things are pretty clear: nausea is NOT a covid-19 symptom and if you have a *wet* cough while sick then it's probably not covid-19,one of the    double edged swords of the internet in this is that we are actually getting firsthand reports of covid 19 symptoms and two things are pretty clear  nausea is not a covid 19 symptom and if you have a  wet  cough while sick then it is probably not covid 19,0,0,non-reporting
364,1322162536100278277t,I'm  not so sure he ever had Covid. He was over it too quickly and has had NO after effects. Shouting( no shortness of breath) dancing (no muscle  weakness),i am  not so sure he ever had covid  he was over it too quickly and has had no after effects  shouting  no shortness of breath  dancing  no muscle  weakness ,1,1,third-party
365,1316060537390870531t,"And vomit-worthy:  Sen. Lee started riffing on a pro-life theme, saying that the primary role of government is to protect life.  This from a genius who is infected with COVID-19, and is attending in person sans mask.  Shithead.  #SCOTUSHearing",and vomit worthy   sen  lee started riffing on a pro life theme  saying that the primary role of government is to protect life   this from a genius who is infected with covid 19  and is attending in person sans mask   shithead    scotushearing,1,1,third-party
366,1261363878321164291t,"@CPMumbaiPolice sir, my parents aged 87 &amp; 84, had come to Mumbai from Kolhapur for checkup , but couldn’t return due to lockdown , now they wish to return back as increase in  Mumbai cases is giving them sleepless nights , I wish to drop them by car and return back pl guide.", cpmumbaipolice sir  my parents aged 87  amp  84  had come to mumbai from kolhapur for checkup   but could not return due to lockdown   now they wish to return back as increase in  mumbai cases is giving them sleepless nights   i wish to drop them by car and return back pl guide ,3,3,secondary
367,1261178139473936386t,anyone else have a headache after covid testing?!?,anyone else have a headache after covid testing   ,0,0,non-reporting
368,1297204861340131330t,Idk if my headache is from this hangover or initial covid symptoms 😭,i do not know if my headache is from this hangover or initial covid symptoms  loudly crying face ,2,2,primary
369,1260834085842419712t,"@RCPCHPresident Our family had something COVID-like about 8 weeks ago. Our girls haven't been out since, three weeks later they had weird rash, but this week they each had a day of lethargy &amp; fever. They recovered quickly, but should I be reporting this resurgence so that someone can research?", rcpchpresident our family had something covid like about 8 weeks ago  our girls have not been out since  three weeks later they had weird rash  but this week they each had a day of lethargy  amp  fever  they recovered quickly  but should i be reporting this resurgence so that someone can research ,3,3,secondary
370,1313446761655132167t,@realDonaldTrump There is no way he beat covid-19 in 3 days.  There is no way with low oxygen to Marine 1 and walked out of it.  There is no way someone with extreme fever and low oxygen got out and drove around the block.  There is no way he beat it in 3days.  This is all fake., realdonaldtrump there is no way he beat covid 19 in 3 days   there is no way with low oxygen to marine 1 and walked out of it   there is no way someone with extreme fever and low oxygen got out and drove around the block   there is no way he beat it in 3days   this is all fake ,1,1,third-party
371,1312754943040856065t,@AndrewFeinberg Well a cough is part of COVID so exactly what is your earth shattering statement reveal? What? An edited video. 🤦‍♀️, andrewfeinberg well a cough is part of covid so exactly what is your earth shattering statement reveal  what  an edited video   woman facepalming ,0,0,non-reporting
372,1274829521506590720t,@StevenTDennis @Bencjacobs now show us the flu statistics snowflake- Australia just released theirs and it has gone- no-one even has a cough anymore and Corona was one big false flag that failed yet again, steventdennis  bencjacobs now show us the flu statistics snowflake  australia just released theirs and it has gone  no one even has a cough anymore and corona was one big false flag that failed yet again,0,0,non-reporting
373,1262061506830589953t,"@MotherCluckyou @naychic8 I had a bad cold/cough right around Xmas. Not sure if it was a cold, bronchitis, or covid.", mothercluckyou  naychic8 i had a bad cold cough right around xmas  not sure if it was a cold  bronchitis  or covid ,2,2,primary
374,1263078375985422336t,"3. Around 1 out of every 6 people who get COVID-19 become seriously ill and develop difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness...",3  around 1 out of every 6 people who get covid 19 become seriously ill and develop difficulty breathing  older people  and those with underlying medical problems like high blood pressure  heart problems or diabetes  are more likely to develop serious illness   ,0,0,non-reporting
375,1246064328710782978t,"@ThaNephilim The way forward is to treat every likely sepsis (fever, cough or acutely unwell) as Covid. This shit is pandemic already, please don’t rely on travel history.", thanephilim the way forward is to treat every likely sepsis  fever  cough or acutely unwell  as covid  this shit is pandemic already  please do not rely on travel history ,0,0,non-reporting
376,1319620596762841094t,"Older COVID patients battle ‘brain fog,’ weakness and emotional turmoil  https://t.co/L9vyuAW9wx",older covid patients battle  brain fog   weakness and emotional turmoil  ,0,0,non-reporting
377,1247188632093458433t,"@GovRonDeSantis @floridachannel US GOV'T esp. GOP party- NOW officially a CULT. GOD'S sense of humor is as great as HIS WORD(HOLY BIBLE). OBVIOUSLY ""YOU PEOPLE"" don't know that EASILY PROVEN that U don't CARE. According 2  ""WORD"" COVID is like a minor cough in comparison 2 what's 2 come.", govrondesantis  floridachannel us gov t esp  gop party  now officially a cult  god s sense of humor is as great as his word holy bible   obviously  you people  do not know that easily proven that you do not care  according 2   word  covid is like a minor cough in comparison 2 what is 2 come ,0,0,non-reporting
378,1247331936214880257t,@glorelysmora @dezidoesit The tigers human zoo keeper tested positive for human COVID 19. Tiger was coughing and had a high temperature., glorelysmora  dezidoesit the tigers human zoo keeper tested positive for human covid 19  tiger was coughing and had a high temperature ,1,1,third-party
379,1263613250987532293t,"Azithromycin known for treatment of numerous bacterial infections such as strep throat,pneumonia,diarrhea, and other intestinal infections which are today's symptoms of #Covid_19,can't it be taken as precautionary medicine??  Help anyone??  #coronavirus  https://t.co/QSA34babrN",azithromycin known for treatment of numerous bacterial infections such as strep throat pneumonia diarrhea  and other intestinal infections which are today s symptoms of  covid 19 cannot it be taken as precautionary medicine    help anyone     coronavirus  ,0,0,non-reporting
380,1260449140795990016t,"@Vimbisayi @TonderaiVGumbo @BleSibs @usembassyharare @TrevorNcube @nelsonchamisa @Busisa74 @xandatoto @Mavhure In times of corona  evidence is coughing,  fever, diarrhea  and or nausea", vimbisayi  tonderaivgumbo  blesibs  usembassyharare  trevorncube  nelsonchamisa  busisa74  xandatoto  mavhure in times of corona  evidence is coughing   fever  diarrhea  and or nausea,0,0,non-reporting
381,1240802376669450244t,#tbt Lots of spots closed tonight due to Corona spills.  So here’s a little visit down memory lane. Might try and snag some press kit photos for anyone whose show got cancelled.  Getting cabin fever? Don’t get…  https://t.co/KIsgj20Nz1, tbt lots of spots closed tonight due to corona spills   so here is a little visit down memory lane  might try and snag some press kit photos for anyone whose show got cancelled   getting cabin fever  do not get   ,0,0,non-reporting
382,1317662041969143809t,@KamalaHarris There are studies showing Vitamin D deficiencies in black(82%) and Hispanic (70%) that can enhance covid 19 symptoms.  As humans the virus attacks the weakness in the body.   Vitamin D is an essential nutrient for respiratory health, kamalaharris there are studies showing vitamin d deficiencies in black 82   and hispanic  70   that can enhance covid 19 symptoms   as humans the virus attacks the weakness in the body    vitamin d is an essential nutrient for respiratory health,0,0,non-reporting
383,1293037140583108608t,"Got my window open,enjoying Mama’s Soundscape. I hear somebody outside coughing that dry covid cough nonstop... I feel bad b/c my 1st thought wasn’t to send them a healing vibe or 2. My immediate jerk reaction was wondering if them particles was gonna come get me. I just...😩",got my window open enjoying mama s soundscape  i hear somebody outside coughing that dry covid cough nonstop    i feel bad b c my 1st thought was not to send them a healing vibe or 2  my immediate jerk reaction was wondering if them particles was going to come get me  i just    weary face ,2,2,primary
384,1244379829035765760t,Some important Prevention from Corona -Take steam daily Twice -Drink hot water as much as you can -Take Panadol twice (Avoid Brufen) -Maintain your Protein Intake -Take sunlight for 30 min even in fever  -Listen Sura Rehman -Physical Exercise -Take Bath Daily #CoronaInPakistan,some important prevention from corona  take steam daily twice  drink hot water as much as you can  take panadol twice  avoid brufen   maintain your protein intake  take sunlight for 30 min even in fever   listen sura rehman  physical exercise  take bath daily  coronainpakistan,0,0,non-reporting
385,1239626358596263937t,Time to play my favorite game. Is this chest pain covid or anxiety about covid?,time to play my favorite game  is this chest pain covid or anxiety about covid ,2,2,primary
386,1239272754584653824t,"UPDATE: mom’s fever has officially broken after 3-4 days. If it is COVID-19 and she recovers fully, we can verifiably call this a mild case. I haven’t had symptoms yet but could already be an asymptomatic carrier. And neither of us can be tested in NYC as non-admitted patients.",update  mom s fever has officially broken after 3 4 days  if it is covid 19 and she recovers fully  we can verifiably call this a mild case  i have not had symptoms yet but could already be an asymptomatic carrier  and neither of us can be tested in nyc as non admitted patients ,3,3,secondary
387,1318742188596121601t,"@mmpadellan I had Covid in April. Every time I cough, I panic and think I’ve got it again.", mmpadellan i had covid in april  every time i cough  i panic and think i have got it again ,2,2,primary
388,1258525975886786565t,"@jencrossingham Glad you’re feeling better. I was never I’ll, but I’ve been reporting daily using the Covid symptom app, and reported some minor hay fever symptoms. They sent me an email asking me to attend for a test!", jencrossingham glad you are feeling better  i was never i will  but i have been reporting daily using the covid symptom app  and reported some minor hay fever symptoms  they sent me an email asking me to attend for a test ,2,2,primary
389,1282007205487669248t,How do you know you are infected with #Covid??   1. Itchy throat  2. Dry throat  3. Dry cough  4. High temperature  5. Shortness of breath  6. Loss of smell ....  And lemon with warm water eliminates the virus at the beginning before reaching the lungs .,how do you know you are infected with  covid     1  itchy throat  2  dry throat  3  dry cough  4  high temperature  5  shortness of breath  6  loss of smell       and lemon with warm water eliminates the virus at the beginning before reaching the lungs  ,0,0,non-reporting
390,1236638146684751878t,"Let’s say you are potentially exposed to COVID-19, have no symptoms (cough, fever, difficulty breathing), get tested and it comes back “positive”. What are the next steps?  https://t.co/PbsbAFJM3J  https://t.co/PxtPGlqA0d",let us say you are potentially exposed to covid 19  have no symptoms  cough  fever  difficulty breathing   get tested and it comes back  positive   what are the next steps     ,0,0,non-reporting
391,1262337391584579584t,"So 8 weeks after doctors called for loss of smell and taste to be recognised as key symptom of Covid-19, government finally agrees. Goodness knows how many with symptoms have been busy spreading it in that time. I'm now 9 weeks without smell. Taste has returned but very limited.",so 8 weeks after doctors called for loss of smell and taste to be recognised as key symptom of covid 19  government finally agrees  goodness knows how many with symptoms have been busy spreading it in that time  i am now 9 weeks without smell  taste has returned but very limited ,2,2,primary
392,1329895225104478210t,"@_dandsn @marianobrac My allergies have been AWFUL and giving me a cough, I’ve tested twice for covid and both negative 🤷‍♀️ good vibes your way!!",  dandsn  marianobrac my allergies have been awful and giving me a cough  i have tested twice for covid and both negative  woman shrugging  good vibes your way  ,2,2,primary
393,1259760204528394242t,@HAHayatu Moreover they are dying in huge numbers and the FG has confirmed it's Corona Virus related. Yes we know of Meningitis and we were trying to handle Lassa Fever before covid-19 came visiting. Make we continue to the argue sha!, hahayatu moreover they are dying in huge numbers and the fg has confirmed it is corona virus related  yes we know of meningitis and we were trying to handle lassa fever before covid 19 came visiting  make we continue to the argue sha ,0,0,non-reporting
394,1322595372208951296t,@Balbec Covid fever is setting in tonight...should be getting ready to hit the road., balbec covid fever is setting in tonight   should be getting ready to hit the road ,2,2,primary
395,1255420681581404163t,#bbcgms People who don't have COVID-19 cough sometimes so presumably people who have it but don't have symptoms will sometimes cough for the same reasons. #facemask, bbcgms people who do not have covid 19 cough sometimes so presumably people who have it but do not have symptoms will sometimes cough for the same reasons   facemask,0,0,non-reporting
396,1331420575265394688t,"Fatigue, shortness of breath, muscle aches, headaches (which have yet to go away), sore inner ear, coughing, chills, extreme overheating, loss of appetite, dehydration.......I wouldn’t wish COVID on my enemy.",fatigue  shortness of breath  muscle aches  headaches  which have yet to go away   sore inner ear  coughing  chills  extreme overheating  loss of appetite  dehydration       i would not wish covid on my enemy ,2,2,primary
397,1272691373645467653t,I woke up today from my nap and my throat was sore 🥴 I’m sitting here googling Covid symptoms 😭 I don’t even play like that 😐,i woke up today from my nap and my throat was sore  woozy face  i am sitting here googling covid symptoms  loudly crying face  i do not even play like that  neutral face ,2,2,primary
398,1242065925337018369t,"#coronavirusindia It's just beginning, isolation is not a solution, India is legging in testing, may corona building up in isolated homes, in face of just cold &amp; cough", coronavirusindia it is just beginning  isolation is not a solution  india is legging in testing  may corona building up in isolated homes  in face of just cold  amp  cough,0,0,non-reporting
399,1314084455741632512t,"@WWomenL @TheyWereStolen You beat me to it, conjunctivitis of thr eyes is a early symptom of covid.", wwomenl  theywerestolen you beat me to it  conjunctivitis of thr eyes is a early symptom of covid ,0,0,non-reporting
